time,work_title,kudos,hits,bookmarks,comments,chapters,words
2025-10-16 13:39:55.507361,Blame (Lies),41,490,8,14,1,2486
2025-10-16 13:39:55.507361,I am my father's daughter,46,454,5,5,1,3810
2025-10-16 13:39:55.507361,immutable,101,730,14,10,1,2997
2025-10-16 13:39:55.507361,father/daughter,70,811,11,27,1,2447
2025-10-16 13:39:55.507361,brother (noun),69,732,10,23,1,2206
2025-10-16 13:39:55.507361,Annihilation: Hamato,164,1361,12,44,1,3354
2025-10-16 13:39:55.507361,Puppet Tightly Strung,900,18849,147,635,17,60028
2025-10-16 13:39:55.507361,blood of the covenant,185,1506,35,41,1,3106
2025-10-16 13:39:55.507361,"Lone Rat, No Cubs",63,538,8,6,1,645
2025-10-16 13:39:55.507361,Aegis,266,2350,25,23,1,1783
2025-10-16 13:39:55.507361,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-16 13:39:55.507361,Reunited,214,1633,7,15,1,3512
2025-10-16 13:39:55.507361,Wedding,204,1746,13,7,2,4149
2025-10-16 18:00:04.921092,The Brothers Hamato,64,830,14,73,6,28548
2025-10-16 18:00:04.921092,For the Family,40,350,9,22,1,4417
2025-10-16 18:00:04.921092,Noose Loosely Wound,427,10615,45,580,18,73440
2025-10-16 18:00:04.921092,Blame (Lies),41,490,8,14,1,2486
2025-10-16 18:00:04.921092,I am my father's daughter,46,454,5,5,1,3810
2025-10-16 18:00:04.921092,immutable,101,730,14,10,1,2997
2025-10-16 18:00:04.921092,father/daughter,70,811,11,27,1,2447
2025-10-16 18:00:04.921092,brother (noun),69,732,10,23,1,2206
2025-10-16 18:00:04.921092,Annihilation: Hamato,164,1361,12,44,1,3354
2025-10-16 18:00:04.921092,Puppet Tightly Strung,900,18853,147,636,17,60028
2025-10-16 18:00:04.921092,blood of the covenant,185,1506,35,41,1,3106
2025-10-16 18:00:04.921092,"Lone Rat, No Cubs",63,538,8,6,1,645
2025-10-16 18:00:04.921092,Aegis,266,2351,25,23,1,1783
2025-10-16 18:00:04.921092,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-16 18:00:04.921092,Reunited,214,1633,7,15,1,3512
2025-10-16 18:00:04.921092,Wedding,204,1746,13,7,2,4149
2025-10-17 03:22:23.699252,The Brothers Hamato,64,836,14,73,6,28548
2025-10-17 03:22:23.699252,For the Family,40,350,9,22,1,4417
2025-10-17 03:22:23.699252,Noose Loosely Wound,428,10617,45,580,18,73440
2025-10-17 03:22:23.699252,Blame (Lies),41,490,8,14,1,2486
2025-10-17 03:22:23.699252,I am my father's daughter,46,456,5,5,1,3810
2025-10-17 03:22:23.699252,immutable,102,731,14,10,1,2997
2025-10-17 03:22:23.699252,father/daughter,70,812,11,27,1,2447
2025-10-17 03:22:23.699252,brother (noun),69,732,10,23,1,2206
2025-10-17 03:22:23.699252,Annihilation: Hamato,164,1362,12,44,1,3354
2025-10-17 03:22:23.699252,Puppet Tightly Strung,901,18859,148,637,17,60028
2025-10-17 03:22:23.699252,blood of the covenant,185,1507,35,41,1,3106
2025-10-17 03:22:23.699252,"Lone Rat, No Cubs",63,538,8,6,1,645
2025-10-17 03:22:23.699252,Aegis,266,2351,25,23,1,1783
2025-10-17 03:22:23.699252,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-17 03:22:23.699252,Reunited,214,1633,7,15,1,3512
2025-10-17 03:22:23.699252,Wedding,204,1746,13,7,2,4149
2025-10-17 10:37:59.352230,The Brothers Hamato,65,841,14,73,6,28548
2025-10-17 10:37:59.352230,For the Family,40,351,9,22,1,4417
2025-10-17 10:37:59.352230,Noose Loosely Wound,428,10619,45,580,18,73440
2025-10-17 10:37:59.352230,Blame (Lies),41,490,8,14,1,2486
2025-10-17 10:37:59.352230,I am my father's daughter,46,456,5,5,1,3810
2025-10-17 10:37:59.352230,immutable,102,731,14,10,1,2997
2025-10-17 10:37:59.352230,father/daughter,70,812,11,27,1,2447
2025-10-17 10:37:59.352230,brother (noun),69,732,10,23,1,2206
2025-10-17 10:37:59.352230,Annihilation: Hamato,164,1363,12,44,1,3354
2025-10-17 10:37:59.352230,Puppet Tightly Strung,901,18863,148,637,17,60028
2025-10-17 10:37:59.352230,blood of the covenant,185,1508,35,41,1,3106
2025-10-17 10:37:59.352230,"Lone Rat, No Cubs",63,538,8,6,1,645
2025-10-17 10:37:59.352230,Aegis,266,2351,25,23,1,1783
2025-10-17 10:37:59.352230,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-17 10:37:59.352230,Reunited,214,1633,7,15,1,3512
2025-10-17 10:37:59.352230,Wedding,204,1746,13,7,2,4149
2025-10-17 12:44:06.579291,The Brothers Hamato,65,841,14,76,6,28548
2025-10-17 12:44:06.579291,For the Family,40,351,9,22,1,4417
2025-10-17 12:44:06.579291,Noose Loosely Wound,428,10620,45,580,18,73440
2025-10-17 12:44:06.579291,Blame (Lies),41,490,8,14,1,2486
2025-10-17 12:44:06.579291,I am my father's daughter,46,456,5,5,1,3810
2025-10-17 12:44:06.579291,immutable,102,731,14,10,1,2997
2025-10-17 12:44:06.579291,father/daughter,70,812,11,27,1,2447
2025-10-17 12:44:06.579291,brother (noun),70,732,10,23,1,2206
2025-10-17 12:44:06.579291,Annihilation: Hamato,164,1363,12,44,1,3354
2025-10-17 12:44:06.579291,Puppet Tightly Strung,901,18864,148,637,17,60028
2025-10-17 12:44:06.579291,blood of the covenant,185,1509,35,41,1,3106
2025-10-17 12:44:06.579291,"Lone Rat, No Cubs",63,538,8,6,1,645
2025-10-17 12:44:06.579291,Aegis,266,2351,25,23,1,1783
2025-10-17 12:44:06.579291,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-17 12:44:06.579291,Reunited,214,1633,7,15,1,3512
2025-10-17 12:44:06.579291,Wedding,204,1746,13,7,2,4149
2025-10-18 03:23:30.864394,The Brothers Hamato,65,849,14,78,6,28548
2025-10-18 03:23:30.864394,For the Family,40,354,9,22,1,4417
2025-10-18 03:23:30.864394,Noose Loosely Wound,428,10627,45,580,18,73440
2025-10-18 03:23:30.864394,Blame (Lies),41,491,8,14,1,2486
2025-10-18 03:23:30.864394,I am my father's daughter,47,457,5,5,1,3810
2025-10-18 03:23:30.864394,immutable,102,731,14,10,1,2997
2025-10-18 03:23:30.864394,father/daughter,71,813,11,27,1,2447
2025-10-18 03:23:30.864394,brother (noun),70,734,10,24,1,2206
2025-10-18 03:23:30.864394,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-18 03:23:30.864394,Puppet Tightly Strung,901,18872,148,637,17,60028
2025-10-18 03:23:30.864394,blood of the covenant,185,1510,35,41,1,3106
2025-10-18 03:23:30.864394,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-18 03:23:30.864394,Aegis,266,2352,25,23,1,1783
2025-10-18 03:23:30.864394,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-18 03:23:30.864394,Reunited,214,1633,7,15,1,3512
2025-10-18 03:23:30.864394,Wedding,204,1746,13,7,2,4149
2025-10-18 09:13:43.729197,The Brothers Hamato,65,850,14,78,6,28548
2025-10-18 09:13:43.729197,For the Family,40,354,9,22,1,4417
2025-10-18 09:13:43.729197,Noose Loosely Wound,428,10627,45,580,18,73440
2025-10-18 09:13:43.729197,Blame (Lies),41,491,8,14,1,2486
2025-10-18 09:13:43.729197,I am my father's daughter,47,457,5,5,1,3810
2025-10-18 09:13:43.729197,immutable,102,731,14,10,1,2997
2025-10-18 09:13:43.729197,father/daughter,71,813,11,27,1,2447
2025-10-18 09:13:43.729197,brother (noun),70,734,10,24,1,2206
2025-10-18 09:13:43.729197,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-18 09:13:43.729197,Puppet Tightly Strung,902,18873,148,637,17,60028
2025-10-18 09:13:43.729197,blood of the covenant,185,1510,35,41,1,3106
2025-10-18 09:13:43.729197,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-18 09:13:43.729197,Aegis,266,2352,25,23,1,1783
2025-10-18 09:13:43.729197,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-18 09:13:43.729197,Reunited,214,1633,7,15,1,3512
2025-10-18 09:13:43.729197,Wedding,204,1746,13,7,2,4149
2025-10-18 13:15:05.492767,The Brothers Hamato,65,851,14,78,6,28548
2025-10-18 13:15:05.492767,For the Family,40,355,9,22,1,4417
2025-10-18 13:15:05.492767,Noose Loosely Wound,428,10629,45,580,18,73440
2025-10-18 13:15:05.492767,Blame (Lies),41,491,8,14,1,2486
2025-10-18 13:15:05.492767,I am my father's daughter,47,457,5,5,1,3810
2025-10-18 13:15:05.492767,immutable,102,732,14,10,1,2997
2025-10-18 13:15:05.492767,father/daughter,71,813,11,27,1,2447
2025-10-18 13:15:05.492767,brother (noun),70,734,10,24,1,2206
2025-10-18 13:15:05.492767,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-18 13:15:05.492767,Puppet Tightly Strung,902,18875,148,637,17,60028
2025-10-18 13:15:05.492767,blood of the covenant,185,1511,35,41,1,3106
2025-10-18 13:15:05.492767,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-18 13:15:05.492767,Aegis,266,2352,25,23,1,1783
2025-10-18 13:15:05.492767,Does it make you uncomfortable?,274,2074,26,12,1,2346
2025-10-18 13:15:05.492767,Reunited,214,1633,7,15,1,3512
2025-10-18 13:15:05.492767,Wedding,204,1746,13,7,2,4149
2025-10-18 18:03:32.858851,The Brothers Hamato,65,853,14,78,6,28548
2025-10-18 18:03:32.858851,For the Family,40,355,9,22,1,4417
2025-10-18 18:03:32.858851,Noose Loosely Wound,429,10630,46,580,18,73440
2025-10-18 18:03:32.858851,Blame (Lies),41,491,8,14,1,2486
2025-10-18 18:03:32.858851,I am my father's daughter,47,457,5,5,1,3810
2025-10-18 18:03:32.858851,immutable,102,732,14,10,1,2997
2025-10-18 18:03:32.858851,father/daughter,71,813,11,27,1,2447
2025-10-18 18:03:32.858851,brother (noun),70,734,10,24,1,2206
2025-10-18 18:03:32.858851,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-18 18:03:32.858851,Puppet Tightly Strung,902,18875,148,637,17,60028
2025-10-18 18:03:32.858851,blood of the covenant,185,1511,35,41,1,3106
2025-10-18 18:03:32.858851,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-18 18:03:32.858851,Aegis,266,2352,25,23,1,1783
2025-10-18 18:03:32.858851,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-18 18:03:32.858851,Reunited,214,1633,7,15,1,3512
2025-10-18 18:03:32.858851,Wedding,204,1747,13,7,2,4149
2025-10-19 00:00:06.064923,The Brothers Hamato,65,856,14,78,6,28548
2025-10-19 00:00:06.064923,For the Family,40,357,9,22,1,4417
2025-10-19 00:00:06.064923,Noose Loosely Wound,429,10631,46,580,18,73440
2025-10-19 00:00:06.064923,Blame (Lies),41,491,8,14,1,2486
2025-10-19 00:00:06.064923,I am my father's daughter,47,457,5,5,1,3810
2025-10-19 00:00:06.064923,immutable,102,732,14,10,1,2997
2025-10-19 00:00:06.064923,father/daughter,71,814,11,27,1,2447
2025-10-19 00:00:06.064923,brother (noun),70,734,10,24,1,2206
2025-10-19 00:00:06.064923,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-19 00:00:06.064923,Puppet Tightly Strung,902,18875,148,637,17,60028
2025-10-19 00:00:06.064923,blood of the covenant,185,1511,35,41,1,3106
2025-10-19 00:00:06.064923,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-19 00:00:06.064923,Aegis,266,2352,25,23,1,1783
2025-10-19 00:00:06.064923,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-19 00:00:06.064923,Reunited,214,1633,7,15,1,3512
2025-10-19 00:00:06.064923,Wedding,204,1747,13,7,2,4149
2025-10-19 17:15:36.975168,The Brothers Hamato,65,859,14,79,6,28548
2025-10-19 17:15:36.975168,For the Family,40,358,9,22,1,4417
2025-10-19 17:15:36.975168,Noose Loosely Wound,429,10633,46,580,18,73440
2025-10-19 17:15:36.975168,Blame (Lies),41,492,8,14,1,2486
2025-10-19 17:15:36.975168,I am my father's daughter,47,457,5,5,1,3810
2025-10-19 17:15:36.975168,immutable,102,732,14,10,1,2997
2025-10-19 17:15:36.975168,father/daughter,71,815,11,27,1,2447
2025-10-19 17:15:36.975168,brother (noun),70,734,10,24,1,2206
2025-10-19 17:15:36.975168,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-19 17:15:36.975168,Puppet Tightly Strung,902,18887,148,637,17,60028
2025-10-19 17:15:36.975168,blood of the covenant,185,1515,35,41,1,3106
2025-10-19 17:15:36.975168,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-19 17:15:36.975168,Aegis,266,2353,25,23,1,1783
2025-10-19 17:15:36.975168,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-19 17:15:36.975168,Reunited,214,1633,7,15,1,3512
2025-10-19 17:15:36.975168,Wedding,204,1747,13,7,2,4149
2025-10-19 18:00:05.873487,The Brothers Hamato,65,859,14,79,6,28548
2025-10-19 18:00:05.873487,For the Family,40,358,9,22,1,4417
2025-10-19 18:00:05.873487,Noose Loosely Wound,429,10633,46,580,18,73440
2025-10-19 18:00:05.873487,Blame (Lies),41,492,8,14,1,2486
2025-10-19 18:00:05.873487,I am my father's daughter,47,457,5,5,1,3810
2025-10-19 18:00:05.873487,immutable,102,732,14,10,1,2997
2025-10-19 18:00:05.873487,father/daughter,71,815,11,27,1,2447
2025-10-19 18:00:05.873487,brother (noun),70,734,10,24,1,2206
2025-10-19 18:00:05.873487,Annihilation: Hamato,164,1365,12,44,1,3354
2025-10-19 18:00:05.873487,Puppet Tightly Strung,902,18887,148,637,17,60028
2025-10-19 18:00:05.873487,blood of the covenant,185,1515,35,41,1,3106
2025-10-19 18:00:05.873487,"Lone Rat, No Cubs",63,540,8,6,1,645
2025-10-19 18:00:05.873487,Aegis,266,2353,25,23,1,1783
2025-10-19 18:00:05.873487,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-19 18:00:05.873487,Reunited,214,1633,7,15,1,3512
2025-10-19 18:00:05.873487,Wedding,204,1747,13,7,2,4149
2025-10-20 11:11:40.214971,The Brothers Hamato,66,866,15,79,6,28548
2025-10-20 11:11:40.214971,For the Family,40,359,9,22,1,4417
2025-10-20 11:11:40.214971,Noose Loosely Wound,429,10641,46,580,18,73440
2025-10-20 11:11:40.214971,Blame (Lies),41,493,8,14,1,2486
2025-10-20 11:11:40.214971,I am my father's daughter,47,457,5,5,1,3810
2025-10-20 11:11:40.214971,immutable,102,732,14,10,1,2997
2025-10-20 11:11:40.214971,father/daughter,71,816,11,27,1,2447
2025-10-20 11:11:40.214971,brother (noun),70,735,10,24,1,2206
2025-10-20 11:11:40.214971,Annihilation: Hamato,164,1367,12,44,1,3354
2025-10-20 11:11:40.214971,Puppet Tightly Strung,902,18901,148,637,17,60028
2025-10-20 11:11:40.214971,blood of the covenant,185,1517,35,41,1,3106
2025-10-20 11:11:40.214971,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-20 11:11:40.214971,Aegis,266,2354,25,23,1,1783
2025-10-20 11:11:40.214971,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-20 11:11:40.214971,Reunited,214,1634,7,15,1,3512
2025-10-20 11:11:40.214971,Wedding,204,1747,13,7,2,4149
2025-10-20 17:07:57.259943,The Brothers Hamato,66,867,15,79,6,28548
2025-10-20 17:07:57.259943,For the Family,40,360,9,22,1,4417
2025-10-20 17:07:57.259943,Noose Loosely Wound,429,10641,46,580,18,73440
2025-10-20 17:07:57.259943,Blame (Lies),41,493,8,14,1,2486
2025-10-20 17:07:57.259943,I am my father's daughter,47,457,5,5,1,3810
2025-10-20 17:07:57.259943,immutable,102,732,14,10,1,2997
2025-10-20 17:07:57.259943,father/daughter,71,816,11,27,1,2447
2025-10-20 17:07:57.259943,brother (noun),70,735,10,24,1,2206
2025-10-20 17:07:57.259943,Annihilation: Hamato,164,1367,12,44,1,3354
2025-10-20 17:07:57.259943,Puppet Tightly Strung,902,18903,148,637,17,60028
2025-10-20 17:07:57.259943,blood of the covenant,185,1517,35,41,1,3106
2025-10-20 17:07:57.259943,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-20 17:07:57.259943,Aegis,266,2354,25,23,1,1783
2025-10-20 17:07:57.259943,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-20 17:07:57.259943,Reunited,214,1634,7,15,1,3512
2025-10-20 17:07:57.259943,Wedding,204,1747,13,7,2,4149
2025-10-20 18:00:07.654191,The Brothers Hamato,66,867,15,79,6,28548
2025-10-20 18:00:07.654191,For the Family,40,360,9,22,1,4417
2025-10-20 18:00:07.654191,Noose Loosely Wound,429,10641,46,580,18,73440
2025-10-20 18:00:07.654191,Blame (Lies),41,493,8,14,1,2486
2025-10-20 18:00:07.654191,I am my father's daughter,47,457,5,5,1,3810
2025-10-20 18:00:07.654191,immutable,102,732,14,10,1,2997
2025-10-20 18:00:07.654191,father/daughter,71,816,11,27,1,2447
2025-10-20 18:00:07.654191,brother (noun),70,735,10,24,1,2206
2025-10-20 18:00:07.654191,Annihilation: Hamato,164,1367,12,44,1,3354
2025-10-20 18:00:07.654191,Puppet Tightly Strung,902,18905,148,637,17,60028
2025-10-20 18:00:07.654191,blood of the covenant,185,1517,35,41,1,3106
2025-10-20 18:00:07.654191,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-20 18:00:07.654191,Aegis,266,2354,25,23,1,1783
2025-10-20 18:00:07.654191,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-20 18:00:07.654191,Reunited,214,1634,7,15,1,3512
2025-10-20 18:00:07.654191,Wedding,204,1747,13,7,2,4149
2025-10-21 09:07:03.445383,The Brothers Hamato,66,873,15,80,6,28548
2025-10-21 09:07:03.445383,For the Family,40,360,9,22,1,4417
2025-10-21 09:07:03.445383,Noose Loosely Wound,430,10644,46,580,18,73440
2025-10-21 09:07:03.445383,Blame (Lies),41,493,8,14,1,2486
2025-10-21 09:07:03.445383,I am my father's daughter,47,457,5,5,1,3810
2025-10-21 09:07:03.445383,immutable,102,732,14,10,1,2997
2025-10-21 09:07:03.445383,father/daughter,71,817,11,27,1,2447
2025-10-21 09:07:03.445383,brother (noun),70,735,10,25,1,2206
2025-10-21 09:07:03.445383,Annihilation: Hamato,164,1367,12,44,1,3354
2025-10-21 09:07:03.445383,Puppet Tightly Strung,902,18915,149,637,17,60028
2025-10-21 09:07:03.445383,blood of the covenant,185,1519,35,41,1,3106
2025-10-21 09:07:03.445383,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-21 09:07:03.445383,Aegis,266,2354,25,23,1,1783
2025-10-21 09:07:03.445383,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-21 09:07:03.445383,Reunited,214,1634,7,15,1,3512
2025-10-21 09:07:03.445383,Wedding,204,1747,13,7,2,4149
2025-10-21 12:05:48.605880,The Brothers Hamato,66,873,15,80,6,28548
2025-10-21 12:05:48.605880,For the Family,40,360,9,22,1,4417
2025-10-21 12:05:48.605880,Noose Loosely Wound,430,10644,46,580,18,73440
2025-10-21 12:05:48.605880,Blame (Lies),41,493,8,14,1,2486
2025-10-21 12:05:48.605880,I am my father's daughter,47,457,5,5,1,3810
2025-10-21 12:05:48.605880,immutable,102,732,14,10,1,2997
2025-10-21 12:05:48.605880,father/daughter,71,820,11,27,1,2447
2025-10-21 12:05:48.605880,brother (noun),70,735,10,25,1,2206
2025-10-21 12:05:48.605880,Annihilation: Hamato,164,1367,12,44,1,3354
2025-10-21 12:05:48.605880,Puppet Tightly Strung,902,18917,149,637,17,60028
2025-10-21 12:05:48.605880,blood of the covenant,185,1519,35,41,1,3106
2025-10-21 12:05:48.605880,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-21 12:05:48.605880,Aegis,266,2354,25,23,1,1783
2025-10-21 12:05:48.605880,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-21 12:05:48.605880,Reunited,214,1634,7,15,1,3512
2025-10-21 12:05:48.605880,Wedding,204,1747,13,7,2,4149
2025-10-22 01:46:51.300205,The Brothers Hamato,66,874,15,80,6,28548
2025-10-22 01:46:51.300205,For the Family,40,360,9,22,1,4417
2025-10-22 01:46:51.300205,Noose Loosely Wound,430,10652,46,580,18,73440
2025-10-22 01:46:51.300205,Blame (Lies),41,494,8,14,1,2486
2025-10-22 01:46:51.300205,I am my father's daughter,47,457,5,5,1,3810
2025-10-22 01:46:51.300205,immutable,102,732,14,10,1,2997
2025-10-22 01:46:51.300205,father/daughter,71,820,11,27,1,2447
2025-10-22 01:46:51.300205,brother (noun),70,735,10,25,1,2206
2025-10-22 01:46:51.300205,Annihilation: Hamato,164,1369,12,44,1,3354
2025-10-22 01:46:51.300205,Puppet Tightly Strung,902,18925,148,637,17,60028
2025-10-22 01:46:51.300205,blood of the covenant,185,1519,35,41,1,3106
2025-10-22 01:46:51.300205,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-22 01:46:51.300205,Aegis,266,2356,25,23,1,1783
2025-10-22 01:46:51.300205,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-22 01:46:51.300205,Reunited,214,1634,7,15,1,3512
2025-10-22 01:46:51.300205,Wedding,204,1747,13,7,2,4149
2025-10-22 11:28:32.373203,The Brothers Hamato,66,876,15,80,6,28548
2025-10-22 11:28:32.373203,For the Family,40,360,9,22,1,4417
2025-10-22 11:28:32.373203,Noose Loosely Wound,430,10654,46,580,18,73440
2025-10-22 11:28:32.373203,Blame (Lies),41,495,8,14,1,2486
2025-10-22 11:28:32.373203,I am my father's daughter,47,458,5,5,1,3810
2025-10-22 11:28:32.373203,immutable,102,732,14,10,1,2997
2025-10-22 11:28:32.373203,father/daughter,71,821,11,27,1,2447
2025-10-22 11:28:32.373203,brother (noun),70,737,10,25,1,2206
2025-10-22 11:28:32.373203,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-22 11:28:32.373203,Puppet Tightly Strung,902,18932,148,637,17,60028
2025-10-22 11:28:32.373203,blood of the covenant,185,1520,35,41,1,3106
2025-10-22 11:28:32.373203,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-22 11:28:32.373203,Aegis,266,2358,25,23,1,1783
2025-10-22 11:28:32.373203,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-22 11:28:32.373203,Reunited,214,1634,7,15,1,3512
2025-10-22 11:28:32.373203,Wedding,204,1747,13,7,2,4149
2025-10-22 12:00:07.000946,The Brothers Hamato,66,876,15,80,6,28548
2025-10-22 12:00:07.000946,For the Family,40,360,9,22,1,4417
2025-10-22 12:00:07.000946,Noose Loosely Wound,430,10654,46,580,18,73440
2025-10-22 12:00:07.000946,Blame (Lies),41,495,8,14,1,2486
2025-10-22 12:00:07.000946,I am my father's daughter,47,458,5,5,1,3810
2025-10-22 12:00:07.000946,immutable,102,732,14,10,1,2997
2025-10-22 12:00:07.000946,father/daughter,71,821,11,27,1,2447
2025-10-22 12:00:07.000946,brother (noun),70,737,10,25,1,2206
2025-10-22 12:00:07.000946,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-22 12:00:07.000946,Puppet Tightly Strung,902,18932,148,637,17,60028
2025-10-22 12:00:07.000946,blood of the covenant,185,1520,35,41,1,3106
2025-10-22 12:00:07.000946,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-22 12:00:07.000946,Aegis,266,2358,25,23,1,1783
2025-10-22 12:00:07.000946,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-22 12:00:07.000946,Reunited,214,1634,7,15,1,3512
2025-10-22 12:00:07.000946,Wedding,204,1747,13,7,2,4149
2025-10-22 19:07:30.001439,The Brothers Hamato,66,876,15,80,6,28548
2025-10-22 19:07:30.001439,For the Family,40,360,9,22,1,4417
2025-10-22 19:07:30.001439,Noose Loosely Wound,430,10655,46,580,18,73440
2025-10-22 19:07:30.001439,Blame (Lies),41,495,8,14,1,2486
2025-10-22 19:07:30.001439,I am my father's daughter,47,458,5,5,1,3810
2025-10-22 19:07:30.001439,immutable,102,732,14,10,1,2997
2025-10-22 19:07:30.001439,father/daughter,71,821,11,27,1,2447
2025-10-22 19:07:30.001439,brother (noun),70,739,10,25,1,2206
2025-10-22 19:07:30.001439,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-22 19:07:30.001439,Puppet Tightly Strung,902,18935,148,637,17,60028
2025-10-22 19:07:30.001439,blood of the covenant,185,1520,35,41,1,3106
2025-10-22 19:07:30.001439,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-22 19:07:30.001439,Aegis,266,2359,25,23,1,1783
2025-10-22 19:07:30.001439,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-22 19:07:30.001439,Reunited,214,1634,7,15,1,3512
2025-10-22 19:07:30.001439,Wedding,204,1747,13,7,2,4149
2025-10-23 01:42:51.194704,The Brothers Hamato,67,878,15,80,6,28548
2025-10-23 01:42:51.194704,For the Family,40,361,9,22,1,4417
2025-10-23 01:42:51.194704,Noose Loosely Wound,430,10657,46,580,18,73440
2025-10-23 01:42:51.194704,Blame (Lies),41,495,8,14,1,2486
2025-10-23 01:42:51.194704,I am my father's daughter,47,458,5,5,1,3810
2025-10-23 01:42:51.194704,immutable,102,733,14,10,1,2997
2025-10-23 01:42:51.194704,father/daughter,71,821,11,27,1,2447
2025-10-23 01:42:51.194704,brother (noun),70,739,10,25,1,2206
2025-10-23 01:42:51.194704,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-23 01:42:51.194704,Puppet Tightly Strung,903,18939,148,637,17,60028
2025-10-23 01:42:51.194704,blood of the covenant,185,1520,35,41,1,3106
2025-10-23 01:42:51.194704,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-23 01:42:51.194704,Aegis,267,2360,25,23,1,1783
2025-10-23 01:42:51.194704,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-23 01:42:51.194704,Reunited,214,1634,7,15,1,3512
2025-10-23 01:42:51.194704,Wedding,204,1747,13,7,2,4149
2025-10-23 16:06:47.034817,The Brothers Hamato,67,879,15,80,6,28548
2025-10-23 16:06:47.034817,For the Family,40,361,9,22,1,4417
2025-10-23 16:06:47.034817,Noose Loosely Wound,430,10659,46,580,18,73440
2025-10-23 16:06:47.034817,Blame (Lies),41,495,8,14,1,2486
2025-10-23 16:06:47.034817,I am my father's daughter,47,458,5,5,1,3810
2025-10-23 16:06:47.034817,immutable,102,733,14,10,1,2997
2025-10-23 16:06:47.034817,father/daughter,71,821,11,27,1,2447
2025-10-23 16:06:47.034817,brother (noun),70,739,10,25,1,2206
2025-10-23 16:06:47.034817,Annihilation: Hamato,164,1371,12,44,1,3354
2025-10-23 16:06:47.034817,Puppet Tightly Strung,903,18947,149,637,17,60028
2025-10-23 16:06:47.034817,blood of the covenant,185,1521,35,41,1,3106
2025-10-23 16:06:47.034817,"Lone Rat, No Cubs",63,541,8,6,1,645
2025-10-23 16:06:47.034817,Aegis,267,2360,25,23,1,1783
2025-10-23 16:06:47.034817,Does it make you uncomfortable?,274,2075,26,12,1,2346
2025-10-23 16:06:47.034817,Reunited,214,1634,7,15,1,3512
2025-10-23 16:06:47.034817,Wedding,204,1747,13,7,2,4149
2025-10-23 18:28:08.206537,The Brothers Hamato,67,880,15,80,6,28548
2025-10-23 18:28:08.206537,For the Family,40,361,9,22,1,4417
2025-10-23 18:28:08.206537,Noose Loosely Wound,430,10659,46,580,18,73440
2025-10-23 18:28:08.206537,Blame (Lies),41,495,8,14,1,2486
2025-10-23 18:28:08.206537,I am my father's daughter,47,458,5,5,1,3810
